observed_on,description,scientific_name,common_name,taxon_order_name,taxon_family_name,field:perching on
24/12/2022,Beaten from Hawthorn (Crataegus sp),Bruchidius imbricornis,,Coleoptera,Chrysomelidae,
24/12/2022,Beaten from Hawthorn (Crataegus sp),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
24/12/2022,Beaten from Hawthorn (Crataegus sp),Mecinus pascuorum,,Coleoptera,Curculionidae,
24/12/2022,Beaten from Hawthorn (Crataegus sp),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
08/08/2022,,Idaea seriata,Small Dusty Wave,Lepidoptera,Geometridae,
25/12/2022,,Araneus diadematus,European Garden Spider,Araneae,Araneidae,
25/12/2022,,Zoropsis spinimana,Mediterranean Spiny False Wolf Spider,Araneae,Zoropsidae,
25/12/2022,Accidently killed,Tachyporus hypnorum,,Coleoptera,Staphylinidae,
25/12/2022,On dead standing Sycamore (Acer pseudoplatanus),Phaonia tuguriorum,,Diptera,Muscidae,
25/12/2022,,Steatoda nobilis,Noble False Widow,Araneae,Theridiidae,
25/12/2022,,Amaurobius ferox,Black Laceweaver,Araneae,Amaurobiidae,
25/12/2022,,Limacus maculatus,Green Cellar Slug,Stylommatophora,Limacidae,
25/12/2022,,Phytomyza ilicis,European Holly Leafminer,Diptera,Agromyzidae,
26/12/2022,,Operophtera brumata,Winter Moth,Lepidoptera,Geometridae,
26/12/2022,,Vanessa atalanta,Red Admiral,Lepidoptera,Nymphalidae,
27/12/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
16/06/2022,,Sciapus platypterus,,Diptera,Dolichopodidae,
05/07/2022,,Anthophora furcata,Fork-tailed Flower Bee,Hymenoptera,Apidae,
28/12/2022,Beaten from Hawthorn (Crataegus sp),Mecinus pascuorum,,Coleoptera,Curculionidae,
28/12/2022,Beaten from Hawthorn (Crataegus sp),Exochomus quadripustulatus,Pine Ladybird,Coleoptera,Coccinellidae,
28/12/2022,Beaten from Hawthorn (Crataegus sp),Tytthaspis sedecimpunctata,16-spot Ladybird,Coleoptera,Coccinellidae,
28/12/2022,Beaten from Hawthorn (Crataegus sp),Bruchidius imbricornis,,Coleoptera,Chrysomelidae,
18/09/2022,on Quercus robur,Profenusa pygmaea,,Hymenoptera,Tenthredinidae,Quercus robur
29/12/2022,Egg on Blackthorn (Prunus spinosa),Thecla betulae,Brown Hairstreak,Lepidoptera,Lycaenidae,
29/12/2022,"Found under brick in lowland woodland border. 
Red antennae and legs. Hind tarsi covered in fine hairs. Heart shaped pronotum. ",Nebria brevicollis,European Gazelle Beetle,Coleoptera,Carabidae,
29/12/2022,Found under brick in lowland woodland border with another N. Brevicollis beetle. Red/brown antennae and legs. Hind tarsi with pale hairs but not able to get detailed pictures. Heart shaped pronotum. ,Nebria brevicollis,European Gazelle Beetle,Coleoptera,Carabidae,
29/12/2022,Found under log with another beetle of the same species. Lowland woodland. Red/brown antennae and legs. Heart shaped pronotum. Hind tarsi with pale hairs no visible in photos. ,Nebria brevicollis,European Gazelle Beetle,Coleoptera,Carabidae,
29/12/2022,Found under log with another individual. Lowland woodland. Brown/red antennae and legs. Heart shaped pronotum. Hind tarsi with pale hairs not visible in my photographs. ,Nebria brevicollis,European Gazelle Beetle,Coleoptera,Carabidae,
29/12/2022,,Segestria florentina,Green-Fanged Tube Web Spider,Araneae,Segestriidae,
29/12/2022,!!!,Dicranopalpus,,Opiliones,Phalangiidae,
27/12/2022,,Apis mellifera,Western Honey Bee,Hymenoptera,Apidae,
12/12/2022,,Agonopterix alstroemeriana,Poison hemlock moth,Lepidoptera,Depressariidae,
28/12/2022,,Kleidocerys resedae,Birch Catkin Bug,Hemiptera,Lygaeidae,
23/12/2022,,Steatoda nobilis,Noble False Widow,Araneae,Theridiidae,
25/12/2022,,Araneus diadematus,European Garden Spider,Araneae,Araneidae,
30/12/2022,Egg on Blackthorn (Prunus spinosa),Thecla betulae,Brown Hairstreak,Lepidoptera,Lycaenidae,
29/12/2022,Beaten from Hawthorn (Crataegus sp),Anelosimus vittatus,Banded Comb-Footed Spider,Araneae,Theridiidae,
29/12/2022,Beaten from Hawthorn (Crataegus sp),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
29/12/2022,Beaten from Hawthorn (Crataegus sp),Mecinus pascuorum,,Coleoptera,Curculionidae,
29/12/2022,Beaten from Hawthorn (Crataegus sp),Mecinus pascuorum,,Coleoptera,Curculionidae,
29/12/2022,Beaten from Hawthorn (Crataegus sp),Drosophila suzukii,Spotted-winged Drosophila,Diptera,Drosophilidae,
29/12/2022,Beaten from Hawthorn (Crataegus sp),Mecinus pascuorum,,Coleoptera,Curculionidae,
29/12/2022,Beaten from Hawthorn (Crataegus sp),Pentatoma rufipes,Forest Bug,Hemiptera,Pentatomidae,
29/12/2022,Beaten from Hawthorn (Crataegus sp),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
29/12/2022,Beaten from Hawthorn (Crataegus sp),Mecinus pascuorum,,Coleoptera,Curculionidae,
29/12/2022,Beaten from Hawthorn (Crataegus sp),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
29/12/2022,Beaten from Hawthorn (Crataegus sp),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
29/12/2022,Beaten from Hawthorn (Crataegus sp),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
29/12/2022,Beaten from Hawthorn (Crataegus sp),Anthonomus bituberculatus,,Coleoptera,Curculionidae,
29/12/2022,Beaten from Hawthorn (Crataegus sp),Calvia quatuordecimguttata,Cream-spot Ladybird,Coleoptera,Coccinellidae,
29/12/2022,Beaten from Hawthorn (Crataegus sp),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
29/12/2022,Beaten from Hawthorn (Crataegus sp),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
29/12/2022,Beaten from Hawthorn (Crataegus sp),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
24/09/2022,,Drapetisca socialis,Invisible Spider,Araneae,Linyphiidae,
31/07/2022,,Deraeocoris ruber,red-spotted plant bug,Hemiptera,Miridae,
31/07/2022,,Cicadella viridis,Green Leafhopper,Hemiptera,Cicadellidae,
24/12/2022,,Apis mellifera,Western Honey Bee,Hymenoptera,Apidae,
19/11/2022,,Dicranopalpus larvatus,,Opiliones,Phalangiidae,
09/09/2022,,Araneus diadematus,European Garden Spider,Araneae,Araneidae,
29/07/2022,,Argiope bruennichi,Wasp Spider,Araneae,Araneidae,
29/07/2022,,Bombus pascuorum,Common Carder Bee,Hymenoptera,Apidae,
06/08/2022,on Greater Burdock,Terellia tussilaginis,Banded Burdock Fly,Diptera,Tephritidae,
10/06/2022,,Lucanus cervus,European Stag Beetle,Coleoptera,Lucanidae,
28/10/2022,,Myzus varians,Peach-clematis Aphid,Hemiptera,Aphididae,
24/06/2022,Attracted to MV light.,Eilema caniola,Hoary Footman,Lepidoptera,Erebidae,
12/12/2022,,Aceria ilicis,Holm Oak Felt Gall Mite,Sarcoptiformes,Eriophyidae,
08/05/2022,,Pyrochroa serraticornis,Common Cardinal Beetle,Coleoptera,Pyrochroidae,
08/05/2022,,Erynnis tages,Dingy Skipper,Lepidoptera,Hesperiidae,
08/05/2022,,Aglais urticae,Small Tortoiseshell,Lepidoptera,Nymphalidae,
08/05/2022,,Gonepteryx rhamni,Common Brimstone,Lepidoptera,Pieridae,
08/05/2022,,Melitaea cinxia,Glanville Fritillary,Lepidoptera,Nymphalidae,
14/10/2022,,Odiellus spinosus,,Opiliones,Phalangiidae,
01/11/2022,,Zoropsis spinimana,Mediterranean Spiny False Wolf Spider,Araneae,Zoropsidae,
27/06/2022,,Amphimallon solstitiale,Summer Chafer,Coleoptera,Scarabaeidae,
15/10/2022,,Opilio saxatilis,,Opiliones,Phalangiidae,
15/11/2022,,Anyphaena numida,,Araneae,Anyphaenidae,
06/06/2022,,Bombus terrestris,Buff-tailed Bumble Bee,Hymenoptera,Apidae,
09/11/2022,,Bombus terrestris,Buff-tailed Bumble Bee,Hymenoptera,Apidae,
06/08/2022,,Apis mellifera,Western Honey Bee,Hymenoptera,Apidae,
23/07/2022,,Euplagia quadripunctaria,Jersey Tiger,Lepidoptera,Erebidae,
21/07/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
21/07/2022,,Palomena prasina,Green Shield Bug,Hemiptera,Pentatomidae,
18/07/2022,,Tuberolachnus salignus,Giant Willow Aphid,Hemiptera,Aphididae,
14/06/2022,,Amblyptilia acanthadactyla,Beautiful Plume Moth,Lepidoptera,Pterophoridae,
26/05/2022,,Clogmia albipunctata,Bathroom Moth Fly,Diptera,Psychodidae,
25/06/2022,,Ischnura elegans,Blue-tailed Damselfly,Odonata,Coenagrionidae,
26/06/2022,,Enallagma cyathigerum,Common Blue Damselfly,Odonata,Coenagrionidae,
15/06/2022,"for the galls in the middle of the centre leaf

zigzag sawfly is observed here -> https://www.inaturalist.org/observations/142712902",Aceria campestricola,Elm Leaf Gall Mite,Sarcoptiformes,Eriophyidae,
15/05/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
07/11/2022,"Waltham Forest, London, United Kingdom",Emmelina monodactyla,Common Plume Moth,Lepidoptera,Pterophoridae,
09/05/2022,,Meliscaeva auricollis,Spotted Thintail,Diptera,Syrphidae,
06/08/2022,,Calopteryx splendens,Banded Demoiselle,Odonata,Calopterygidae,
22/05/2022,,Cepaea hortensis,White-lipped Snail,Stylommatophora,Helicidae,
22/05/2022,,Anthophila fabriciana,Common Nettle-tap,Lepidoptera,Choreutidae,
22/05/2022,,Pararge aegeria,Speckled Wood,Lepidoptera,Nymphalidae,
22/05/2022,,Apis mellifera,Western Honey Bee,Hymenoptera,Apidae,
22/05/2022,,Glyphipterix simpliciella,Cocksfoot Moth,Lepidoptera,Glyphipterigidae,
01/06/2022,,Tyria jacobaeae,Cinnabar moth,Lepidoptera,Erebidae,
15/07/2022,Host is Red Valerian,Macroglossum stellatarum,Eurasian Hummingbird Hawkmoth,Lepidoptera,Sphingidae,
31/03/2022,,Diaea dorsata,Eurasian Green Crab Spider,Araneae,Thomisidae,
30/10/2022,,Zilla diodia,Zilla Orbweaver,Araneae,Araneidae,
24/10/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
03/11/2022,,Mythimna pallens,Common Wainscot,Lepidoptera,Noctuidae,
20/07/2022,,Euplagia quadripunctaria,Jersey Tiger,Lepidoptera,Erebidae,
08/08/2022,,Pararge aegeria,Speckled Wood,Lepidoptera,Nymphalidae,
15/06/2022,,Idaea aversata,Riband Wave,Lepidoptera,Geometridae,
12/07/2022,,Euplagia quadripunctaria,Jersey Tiger,Lepidoptera,Erebidae,
16/04/2022,,Polygonia c-album,European Comma,Lepidoptera,Nymphalidae,
16/04/2022,,Aglais io,European Peacock Butterfly,Lepidoptera,Nymphalidae,
16/11/2022,,Lymnaea stagnalis,Great Pond Snail,,Lymnaeidae,
21/08/2022,,Limacus maculatus,Green Cellar Slug,Stylommatophora,Limacidae,
06/08/2022,female,Volucella zonaria,Hornet Mimic Hover Fly,Diptera,Syrphidae,
22/08/2022,,Aeshna mixta,Migrant Hawker,Odonata,Aeshnidae,
03/09/2022,,Sympetrum striolatum,Common Darter,Odonata,Libellulidae,
05/08/2022,,Cepaea hortensis,White-lipped Snail,Stylommatophora,Helicidae,
05/08/2022,,Cepaea hortensis,White-lipped Snail,Stylommatophora,Helicidae,
12/06/2022,,Tortrix viridana,Green Oak Tortrix,Lepidoptera,Tortricidae,
12/06/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
12/06/2022,,Forficula auricularia,European Earwig Complex,Dermaptera,Forficulidae,
12/06/2022,,Coccinella septempunctata,7-spot ladybird,Coleoptera,Coccinellidae,
19/04/2022,,Melecta albifrons,Common Mourning Bee,Hymenoptera,Apidae,
10/10/2022,,Lochmaea suturalis,Heather Beetle,Coleoptera,Chrysomelidae,
10/10/2022,,Chrysolina oricalcia,cow parsley leaf beetle,Coleoptera,Chrysomelidae,
25/07/2022,,Sympetrum striolatum,Common Darter,Odonata,Libellulidae,
18/11/2022,,Vespula vulgaris,Common Wasp,Hymenoptera,Vespidae,
23/07/2022,,Argynnis paphia,Silver-washed Fritillary,Lepidoptera,Nymphalidae,
28/07/2022,,Corizus hyoscyami,Cinnamon Bug,Hemiptera,Rhopalidae,
09/08/2022,,Eriothrix rufomaculata,Red Spotted Parasite Fly,Diptera,Tachinidae,
09/09/2022,,Agelastica alni,Alder Leaf Beetle,Coleoptera,Chrysomelidae,
09/09/2022,,Nomophila noctuella,Rush Veneer,Lepidoptera,Crambidae,
26/06/2022,,Acronicta rumicis,Knot Grass Moth,Lepidoptera,Noctuidae,
29/05/2022,,Orgyia antiqua,Vapourer Moth,Lepidoptera,Erebidae,
28/05/2022,,Episyrphus balteatus,Marmalade Hover Fly,Diptera,Syrphidae,
24/05/2022,,Pyrausta aurata,Mint Moth,Lepidoptera,Crambidae,
14/05/2022,,Araneus diadematus,European Garden Spider,Araneae,Araneidae,
09/05/2022,,Misumena vatia,Goldenrod Crab Spider,Araneae,Thomisidae,
08/05/2022,,Anthocharis cardamines,orange-tip,Lepidoptera,Pieridae,
12/02/2022,,Bombus terrestris audax,,Hymenoptera,Apidae,
11/12/2022,leafminer on Ilex aquifolium,Phytomyza ilicis,European Holly Leafminer,Diptera,Agromyzidae,
11/12/2022,,Lauria cylindracea,Common Chrysalis-Snail,Stylommatophora,Lauriidae,
23/10/2022,,Bombus terrestris,Buff-tailed Bumble Bee,Hymenoptera,Apidae,
16/10/2022,,Cepaea,,Stylommatophora,Helicidae,
30/07/2022,,Vanessa cardui,Painted Lady,Lepidoptera,Nymphalidae,
31/07/2022,,Euplagia quadripunctaria,Jersey Tiger,Lepidoptera,Erebidae,
10/05/2022,,Misumena vatia,Goldenrod Crab Spider,Araneae,Thomisidae,
07/09/2022,,Thalpophila matura,Straw Underwing,Lepidoptera,Noctuidae,
31/08/2022,,Noctua comes,Lesser Yellow Underwing,Lepidoptera,Noctuidae,
12/09/2022,,Xestia xanthographa,Square-spot Rustic,Lepidoptera,Noctuidae,
08/05/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
17/10/2022,,Limax maximus,Leopard Slug,Stylommatophora,Limacidae,
16/09/2022,,Leptoglossus occidentalis,Western Conifer Seed Bug,Hemiptera,Coreidae,
29/12/2022,,Erannis defoliaria,Mottled Umber,Lepidoptera,Geometridae,
04/10/2022,,Araneus diadematus,European Garden Spider,Araneae,Araneidae,
27/10/2022,,Araneus diadematus,European Garden Spider,Araneae,Araneidae,
24/10/2022,,Pisaura mirabilis,European Nursery Web spider,Araneae,Pisauridae,
24/10/2022,,Pomatias elegans,Round-mouthed Snail,Littorinimorpha,Pomatiidae,
24/10/2022,,Pomatias elegans,Round-mouthed Snail,Littorinimorpha,Pomatiidae,
24/10/2022,,Cepaea nemoralis,Brown-lipped Snail,Stylommatophora,Helicidae,
18/10/2022,,Vanessa atalanta,Red Admiral,Lepidoptera,Nymphalidae,
13/10/2022,,Typhaeus typhoeus,Minotaur Beetle,Coleoptera,Geotrupidae,
06/07/2022,,Argynnis aglaja,Dark Green Fritillary,Lepidoptera,Nymphalidae,
06/07/2022,,Apis mellifera,Western Honey Bee,Hymenoptera,Apidae,
06/07/2022,,Apis mellifera,Western Honey Bee,Hymenoptera,Apidae,
06/07/2022,,Apis mellifera,Western Honey Bee,Hymenoptera,Apidae,
06/07/2022,,Apis mellifera,Western Honey Bee,Hymenoptera,Apidae,
06/07/2022,,Apis mellifera,Western Honey Bee,Hymenoptera,Apidae,
06/07/2022,,Apis mellifera,Western Honey Bee,Hymenoptera,Apidae,
06/07/2022,Adonis?,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
03/10/2022,"Harvestman, The real size is 7.32 mm, magnification is 1.68
TQ 40100 68716",Odiellus spinosus,,Opiliones,Phalangiidae,
07/10/2022,"Harvestman and Beetle larva at 1.4 Magnification.
I have reduced the exposure a bit, in natural light the harvestman was almost impossible to see.
Harvestman 4.52 mm, Beetle  5.47 mm",Paroligolophus agrestis,,Opiliones,Phalangiidae,
17/09/2022,,Syrphus ribesii,Common Flower Fly,Diptera,Syrphidae,
17/09/2022,,Colletes hederae,Ivy Cellophane Bee,Hymenoptera,Colletidae,
17/09/2022,,Myathropa florea,Batman Hoverfly,Diptera,Syrphidae,
17/09/2022,,Helophilus pendulus,Sun Fly,Diptera,Syrphidae,
17/09/2022,,Xanthogramma pedissequum,Superb Ant-hill Hoverfly,Diptera,Syrphidae,
08/10/2022,,Sympetrum striolatum,Common Darter,Odonata,Libellulidae,
26/09/2022,,Nuctenea umbratica,Walnut Orbweaver,Araneae,Araneidae,
18/09/2022,,Pomatias elegans,Round-mouthed Snail,Littorinimorpha,Pomatiidae,
09/10/2022,,Cepaea hortensis,White-lipped Snail,Stylommatophora,Helicidae,
16/10/2022,,Pomatias elegans,Round-mouthed Snail,Littorinimorpha,Pomatiidae,
25/10/2022,,Cepaea nemoralis,Brown-lipped Snail,Stylommatophora,Helicidae,
30/10/2022,,Merdigera obscura,Lesser Bulin,Stylommatophora,Enidae,
05/11/2022,,Pomatias elegans,Round-mouthed Snail,Littorinimorpha,Pomatiidae,
05/11/2022,I document here the first instance of Pomatias elegans eggs. It was thought females bury them individually yet they were birthed as a clutch.,Pomatias elegans,Round-mouthed Snail,Littorinimorpha,Pomatiidae,
21/12/2022,,Trochulus striolatus,Strawberry Snail,Stylommatophora,Hygromiidae,
26/12/2022,,Agelastica alni,Alder Leaf Beetle,Coleoptera,Chrysomelidae,
15/09/2022,"Papas park is pesticide free. 
",Pyrausta aurata,Mint Moth,Lepidoptera,Crambidae,
14/09/2022,"Organic veg beds. They LOVED the sweet corn. 
",Nezara viridula,Southern Green Shield Bug,Hemiptera,Pentatomidae,
07/09/2022,Organic veg bed. Loads of mint! ,Pyrausta aurata,Mint Moth,Lepidoptera,Crambidae,
14/06/2022,,Amblyptilia acanthadactyla,Beautiful Plume Moth,Lepidoptera,Pterophoridae,
05/07/2022,,Apis mellifera,Western Honey Bee,Hymenoptera,Apidae,
22/05/2022,,Araniella,Cucumber Spiders,Araneae,Araneidae,
13/05/2022,"On ragwort. Pesticide free kids park. 
",Tyria jacobaeae,Cinnabar moth,Lepidoptera,Erebidae,
12/10/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
22/10/2022,,Anyphaena numida,,Araneae,Anyphaenidae,
22/10/2022,,Episyrphus balteatus,Marmalade Hover Fly,Diptera,Syrphidae,
22/10/2022,,Araneus diadematus,European Garden Spider,Araneae,Araneidae,
22/10/2022,,Platycheirus albimanus,Grey-spotted Sedgesitter,Diptera,Syrphidae,
22/10/2022,,Apion frumentarium,,Coleoptera,Brentidae,
22/10/2022,,Pisaura mirabilis,European Nursery Web spider,Araneae,Pisauridae,
22/10/2022,,Araneus diadematus,European Garden Spider,Araneae,Araneidae,
22/10/2022,,Araneus diadematus,European Garden Spider,Araneae,Araneidae,
22/10/2022,,Hydroglyphus geminus,,Coleoptera,Dytiscidae,
22/10/2022,,Notonecta,Milky Backswimmers,Hemiptera,Notonectidae,
23/07/2022,,Aeshna cyanea,Southern Hawker,Odonata,Aeshnidae,
23/07/2022,,Philaenus spumarius,Common Froghopper,Hemiptera,Aphrophoridae,
23/07/2022,,Apion frumentarium,,Coleoptera,Brentidae,
23/07/2022,,Apion frumentarium,,Coleoptera,Brentidae,
23/07/2022,,Araneus diadematus,European Garden Spider,Araneae,Araneidae,
23/07/2022,,Bombus pascuorum,Common Carder Bee,Hymenoptera,Apidae,
23/07/2022,,Bombus terrestris,Buff-tailed Bumble Bee,Hymenoptera,Apidae,
23/07/2022,,Cartodere bifasciata,,Coleoptera,Latridiidae,
23/07/2022,,Cartodere bifasciata,,Coleoptera,Latridiidae,
23/07/2022,,Cartodere bifasciata,,Coleoptera,Latridiidae,
23/07/2022,,Choreutis nemorana,fig-tree skeletonizer moth,Lepidoptera,Choreutidae,
23/07/2022,,Choreutis nemorana,fig-tree skeletonizer moth,Lepidoptera,Choreutidae,
04/07/2022,,Coreus marginatus,Dock Bug,Hemiptera,Coreidae,
23/07/2022,,Dicyphus epilobii,,Hemiptera,Miridae,
23/07/2022,,Eriothrix rufomaculata,Red Spotted Parasite Fly,Diptera,Tachinidae,
23/07/2022,,Ero aphana,,Araneae,Mimetidae,
23/07/2022,,Euophrys frontalis,White-Palped Jumping Spider,Araneae,Salticidae,
23/07/2022,,Heterogaster urticae,Nettle ground bug,Hemiptera,Heterogastridae,
23/07/2022,,Himacerus major,Grey Damsel Bug,Hemiptera,Nabidae,
23/07/2022,,Leptophyes punctatissima,Speckled Bush-cricket,Orthoptera,Tettigoniidae,
23/07/2022,,Liocoris tripustulatus,Three Spotted Nettle Bug,Hemiptera,Miridae,
23/07/2022,,Meconema meridionale,Southern Oak Bush-cricket,Orthoptera,Tettigoniidae,
23/07/2022,,Microchrysa polita,Black-horned Gem Fly,Diptera,Stratiomyidae,
23/07/2022,,Misumena vatia,Goldenrod Crab Spider,Araneae,Thomisidae,
23/07/2022,,Myathropa florea,Batman Hoverfly,Diptera,Syrphidae,
23/07/2022,,Neriene clathrata,Latticed Sheet-web Weaver,Araneae,Linyphiidae,
04/07/2022,,Palomena prasina,Green Shield Bug,Hemiptera,Pentatomidae,
23/07/2022,,Palomena prasina,Green Shield Bug,Hemiptera,Pentatomidae,
23/07/2022,,Philodromus dispar,house crab-spider,Araneae,Philodromidae,
23/07/2022,,Pieris napi,Green-veined White,Lepidoptera,Pieridae,
23/07/2022,,Pisaura mirabilis,European Nursery Web spider,Araneae,Pisauridae,
04/07/2022,,Plagiognathus arbustorum,Common Nettle Flower Bug,Hemiptera,Miridae,
23/07/2022,,Psyllobora vigintiduopunctata,22-spot Ladybird,Coleoptera,Coccinellidae,
23/07/2022,,Pyrausta aurata,Mint Moth,Lepidoptera,Crambidae,
23/07/2022,,Rhyzobius litura,Pointed-keeled Rhyzobius,Coleoptera,Coccinellidae,
23/07/2022,,Rhyzobius litura,Pointed-keeled Rhyzobius,Coleoptera,Coccinellidae,
23/07/2022,,Stemonyphantes lineatus,Horse-Head Spider,Araneae,Linyphiidae,
23/07/2022,,Subcoccinella vigintiquatuorpunctata,24-spot Ladybird,Coleoptera,Coccinellidae,
23/07/2022,,Tegenaria domestica,Barn Funnel Weaver,Araneae,Agelenidae,
23/07/2022,,Subcoccinella vigintiquatuorpunctata,24-spot Ladybird,Coleoptera,Coccinellidae,
23/07/2022,,Tegenaria domestica,Barn Funnel Weaver,Araneae,Agelenidae,
23/07/2022,,Zygiella x-notata,Silver-sided Sector Spider,Araneae,Phonognathidae,
24/09/2022,,Araneus diadematus,European Garden Spider,Araneae,Araneidae,
24/09/2022,,Araneus diadematus,European Garden Spider,Araneae,Araneidae,
